credit_utilization,credit_age_months,hard_inquiries,payment_history_pct,late_30_days,late_60_days,late_90_days,num_credit_accounts,total_credit_limit,current_balance,monthly_income,spending_groceries_pct,spending_dining_pct,spending_entertainment_pct,spending_utilities_pct,spending_transportation_pct,spending_shopping_pct,spending_healthcare_pct,spending_travel_pct,spending_subscriptions_pct,spending_miscellaneous_pct,total_spending_pct,spending_velocity,impulse_spending_score,recurring_payment_ratio,onetime_payment_ratio,payment_consistency,payment_timing_variance,min_payment_frequency,avg_days_before_due,is_high_risk
114.08571676918993,77.40667019968899,1,73.20655090303552,2,0,0,5,58630.854320623876,22078.399347276176,21181.167877509164,13.414711178087025,6.160346771320753,1.0142903378569892,8.776309913708419,13.46417902395142,8.9037150285291,6.3002352899663325,0.382667641944896,1.716712796076438,3.925841289590279,64.05900927103164,6.8866192041206515,18.89300983182824,26.208936441502793,73.7910635584972,73.98935628237483,4.842990006395168,16.088870938112642,-10.99333822853875,1
35.05735782422618,82.52904510002932,2,88.50384692194157,0,0,0,6,25155.553864797395,2746.8138099513358,20910.136197909258,7.557220650136904,2.2653888860715146,1.9372191180051568,7.7468575854288355,7.107353350634397,10.608854522748228,3.119588173603015,4.152224507262806,2.634323916161113,3.994675430420122,51.123706140472095,4.3046489556904355,32.24191739766755,43.093402974073975,56.906597025926025,59.017238320432696,10.459680541593489,12.279711457262364,-0.8373110128546699,0
14.64458818137346,37.73404030684456,2,94.18040521753586,0,0,0,7,36402.87225202125,3304.913365646035,17505.25007708743,7.949093261647805,9.163085705566541,5.6551803745874505,8.274356377651772,11.453238606477582,2.0673628119493754,3.263881875647888,7.76700850661713,4.436054596263585,5.0009288404702605,65.0301909568794,-0.275419875223826,60.395509044257125,80.85658293781448,19.14341706218552,67.10452395336316,5.01175691303009,30.831594222307007,12.923234656199655,0
46.64127476273784,60.0246173697454,2,72.80578258336507,2,0,0,7,61966.76894610805,7901.585207060457,13912.009884866991,12.558669613067108,5.26550405893827,1.5253455350523657,8.39119583677313,12.752681463069642,10.819689331143476,5.551515764079157,6.845761018954698,1.095140928876579,2.0656609855431594,66.87116453549758,3.0708587057857084,44.74333820969454,89.44990065218117,10.55009934781883,76.32697509144266,3.4503695951334734,20.296436071060832,5.811987452580061,0
39.707762982317895,47.7366712284864,4,75.14614856273093,1,0,0,2,49790.729975408816,12524.46703064496,40937.988041999895,14.740176933428902,3.9340924221476223,3.3795041022145207,9.673235275924156,5.784412477396186,5.805055902319032,5.83931932856236,3.3808038473067747,1.228910054441703,3.7999534078899364,57.5654637516312,11.337846818905707,47.628901415412436,91.03925004994667,8.960749950053327,62.39054570937851,8.180801307461815,31.97589318465178,1.7763668566495854,0
37.72271772915919,120.98614578366467,2,66.80951099324362,0,2,1,7,66615.89117475494,12140.721026252428,31984.362258913887,5.499288103315364,7.92042450803155,1.3549471184129507,10.400364112665287,13.61917003826767,10.29040675328446,3.439820234051237,9.751325178553792,3.0736509437066135,2.8961865471957684,68.24558353748469,-25.62220615197332,41.16645459248932,77.32665891014484,22.673341089855157,88.88625654204,4.000108803474128,8.64547832556755,5.031655525468123,1
98.16177191069917,5.124320593407576,0,85.51928913927112,1,0,0,7,66309.16845114942,21525.1898100297,17920.359380966293,13.864560990457509,5.237692626270173,1.0006853048659874,7.1271654510528855,14.953237783346996,9.361972204532265,4.526880241748234,1.2735766777244306,2.8223016440016626,4.198329251052359,64.3664021750525,-0.24163538534121115,33.048994642033904,71.7519553340939,28.248044665906093,53.773605079876084,1.7817597054765368,1.4413533846134652,6.831787993391593,1
6.177450149998722,67.6478816450785,2,83.91697219189543,1,0,0,6,91971.57216276441,1583.3590591486945,23253.10987474946,13.605489499788925,5.450776028403621,6.185897450223461,8.381785144499421,9.651369931901542,5.291468413066012,3.9025331558292224,5.25344264297768,3.4171847876815025,2.85152860939465,63.99147566376604,7.787406350454863,31.70614180064436,54.25326068718155,45.74673931281845,49.04606206401659,0.4364372569874042,19.01960593086371,5.897154485835793,0
22.382221247982507,56.65458480032499,0,70.55033810769072,1,1,0,6,59233.59260934477,3741.9097016882265,97069.78238769238,11.035355599840775,8.419526413972221,1.322497059936898,6.041832098721057,3.1152198241151807,4.37774442427839,7.843578013884365,3.7345086398698415,3.3071866899237845,5.950516021533887,55.1479647860764,-16.5297986669208,31.58470574716622,82.93211596567922,17.067884034320784,44.043716036929965,6.019990125663126,34.36912982190036,10.223739181265463,0
63.558069402720776,22.53439612638706,0,53.75970973009375,4,0,1,2,89092.1623618734,17926.451634909117,22198.363106951154,14.948147576818887,9.126256406110398,2.274993171039216,10.236485124935683,8.97720074182875,3.2977132064973596,4.974791022502708,0.9368582234052036,4.0480499324937185,2.806213472678528,61.62670887831045,8.785568685272498,36.08113061461392,78.31014129454313,21.68985870545687,83.84798925530875,4.0796698643113976,23.452769205282745,12.108022741633395,1
19.29696617009984,140.4228842524613,2,75.9236903342903,2,0,0,8,3671.991928710556,240.82953570232524,11373.462084586585,7.278173898470719,8.265717285756416,2.9939390618015675,10.708556110940023,9.186271379662385,8.6615209979858,3.5874309038361583,8.258681584012637,1.4926546290746114,1.9672446949624636,62.400190546502785,-26.403576536484632,2.6100350667399623,88.8089790861091,11.191020913890895,46.776175864662086,1.3180887300701745,34.845553727488785,-1.4506095378083264,0
23.42915853576534,106.40980994507359,1,68.1305620637673,1,0,1,8,72685.77668025615,5888.536399131984,19769.200197599046,7.634539115220138,9.403578638563808,4.416934284189088,8.060248220552813,12.645851700323098,6.946209688255305,2.868317083682669,4.351324136260342,2.7585621637934703,2.475823179409806,61.56138821025055,-14.7763480785869,35.14951549823607,54.38636347702067,45.61363652297933,64.54249690241092,7.672108050661173,24.195226720068515,-0.910415668602087,0
83.52357560099676,29.36149191199116,2,72.54376289593016,0,0,0,13,81320.08185461737,39148.822842397465,30109.27388756357,7.6636973461219595,6.7701210059779395,7.4009283823345235,10.356910119522713,4.464320686110627,7.458081398343553,5.95370402134867,2.0201905992745726,1.4021704306015095,1.7401204557725949,55.23024444540866,-6.271194064818378,24.22976784321451,58.05233303696041,41.94766696303959,75.2115332047146,7.80816746738498,15.828753198003174,1.3235391211955934,1
4.313072855609049,96.28354996435002,2,64.7317760302766,1,1,0,9,76197.45465970377,1265.2712742995927,21412.67012604122,10.37893131735278,6.648700714284354,3.5994578512582383,5.237561461508815,8.942820281089956,6.932676654233728,1.2859487814038526,4.86283547085543,3.044573484118767,1.6723168263309154,52.60582284243683,-8.838373687586477,8.161271634237472,55.5032118067324,44.4967881932676,94.4402535273274,0.982978702354165,9.382586443044048,2.9395326244865876,1
3.0420892098549013,31.88863366258845,1,80.49909930176176,3,0,0,5,8672.288949933098,147.36983455007763,50292.9466507663,9.02781734444562,8.240568241054682,3.641969930437419,6.680312947795599,13.69532655528476,6.836619167114556,3.7335766329816282,9.056303031912883,4.7576313376357895,3.257143024262035,68.92726821292497,15.82922755503951,36.34612566809148,86.29454256492717,13.70545743507283,65.10617422564032,5.6511691260693695,39.892024076714996,-1.4501994339587672,0
4.887456278276416,106.30721802689328,2,72.38753888648007,1,1,0,7,10107.482934306361,159.04415455035794,38437.485098493176,8.17053869911863,3.2365741145002094,3.324432206367065,11.351812817859747,14.652966086964819,3.5048156687681127,5.634151919248451,9.669567429121033,1.8266845775959948,5.200217737266698,66.57176125681076,-10.886999710621248,6.569583846347535,87.6864401082093,12.313559891790703,59.24309087613214,1.2637544231314117,18.727051001923456,-3.1862834441227834,0
70.2930697528156,57.12736576429059,4,89.64860808609635,1,0,0,8,5069.613258009126,1616.075784087137,14656.262001895548,14.009440656604907,6.590250340358345,7.615593702281227,7.225151431743463,8.923825291659746,2.2271404092544516,7.921485704914144,2.3328379265885313,4.715254291871673,3.0011369224724462,64.56211667774895,-4.266082742805855,9.806665483136598,63.05245826017449,36.94754173982551,96.42381945032416,0.7673537081179627,47.58654010702381,-9.971400145584454,0
90.073770196903,60.404836125171656,3,86.74116145780711,2,0,0,7,36484.95560202948,8732.23556019548,9295.217421052717,10.793313307578593,9.33358944220667,1.7908905389296532,5.283061180608728,10.343191674708423,9.453180602473141,6.666284669370625,2.1112790356031166,1.7604825190419304,5.192877040626871,62.72815001114775,18.644908566422043,9.755951022308663,68.96369067537536,31.03630932462464,59.473486030071044,1.8468428535747679,7.4167312533680345,5.708316085226111,0
38.31763651084978,143.34130116511432,1,79.30803635132793,0,0,0,5,9811.353998990453,2097.142317802,29368.145387117744,6.410089647459114,3.965869123937039,5.351430840476666,8.051141787973556,8.728851158003469,6.742864291833432,6.554123802081101,8.313477078533298,1.0558104047984016,5.591106295157842,60.76476443025392,-20.841474344515806,20.4267775106564,84.30750298738461,15.69249701261539,63.21058736097934,0.6368112336415194,40.58251665835459,-2.294624582924788,0
91.38127580609667,78.2203584817932,0,88.43324156095349,1,0,0,8,19541.281495097868,7316.526302528427,13908.96571385608,9.75631849357622,9.406462709015385,2.690598398941828,7.851926967861002,3.6198328104352404,6.542684123843383,1.0034716193829114,3.1688112961573243,3.8604537810275823,4.620738709785655,52.52129891002652,-3.681124102136385,24.6890439550108,75.40760456637935,24.592395433620652,84.30917255850378,5.558018223570118,16.155323825578172,-4.175469188412157,0
93.25762991129241,10.632780431539999,0,88.6933429720459,0,0,0,7,18693.56008946401,4748.244977366866,8959.89863291248,13.662846422334887,2.479845361118876,6.431062643052099,8.124042408764394,10.354168159029637,6.834633085489765,3.997364446709449,6.803361247654144,1.9085074177871477,3.433846609139791,64.02967780108018,-6.300442379270365,27.874533045030724,85.35961477226466,14.640385227735337,69.75242180780424,0.5716965460655641,49.09599323115235,-2.5509427855162032,0
115.58670473287336,44.45036345833537,1,70.52107283453871,2,1,0,6,46342.55929964658,13819.773068887864,23371.204807058344,13.146265306396586,5.761879380077946,2.642574570236942,8.395470740511179,8.302662173901263,4.523734879943205,3.4719208241009714,3.920940544260929,4.4371624643766605,2.5374111657930873,57.14002204959877,-6.9520632335724155,31.93528657935752,50.23996909104539,49.76003090895461,28.039429318908592,0.8839432147911406,20.32071640184219,-2.3646616821799284,1
54.67881033428556,18.56422591795552,2,82.38919033603132,2,0,0,9,69875.81695672114,24399.284750901705,55185.78981376035,13.374442815726418,3.6497791544097726,1.661003646541492,10.372737009277852,3.33484013174276,8.177858219783449,3.942676204649501,4.344000385842577,4.217734764960406,1.233480655824192,54.308552988758414,13.109959275869246,56.82441042805527,51.23037930620497,48.76962069379503,66.87197420652268,7.834728841184482,23.936206849047835,11.050360651917877,0
97.26639969381992,63.57733718892318,4,74.96870582683366,2,0,0,7,34690.85994905524,18915.109790230556,25837.15175091259,9.420147459123832,7.761661657035052,1.2961373816704642,6.73772461090627,12.249436496278504,4.304260107339092,3.6678596633924867,7.4691364053982445,2.721705173576871,4.856739976425617,60.48480893114643,3.370937978144035,40.71149069809351,74.42701868825938,25.57298131174062,72.046977271743,15.300642237009095,7.6493948745245515,5.66173090948306,0
62.436924108455194,54.882474645181375,4,79.39488290305246,2,0,0,2,100866.60509017296,21170.54191786973,38094.316118921255,5.47820877857863,9.050789544486102,5.999460415961495,7.419710523069477,8.646421383623403,8.262100484047313,5.324635146004788,6.397358880418023,1.6197132451682048,4.965901893842204,63.16430029519964,21.048629582282572,25.996241268302427,39.219089046038455,60.780910953961545,74.40899673875498,1.6653779405657334,28.914533181633733,3.1430586074643974,0
52.496990642847486,45.00954024016805,5,97.10571027824956,0,0,0,6,36844.79379266825,10614.86956943199,13843.562567132154,6.34912953871102,4.073196103681689,1.3443225944362558,9.76938254765681,8.956706788311761,2.3126607453114016,3.1255375074528606,4.0813127367031266,2.3702841403283728,1.091289214349794,43.473821916943095,-6.705002502863888,35.76115165124033,77.32616348122676,22.673836518773243,64.62397041632356,0.4479100724460391,21.904236686912945,-5.203776790385434,0
18.228323221475325,51.53964565022174,1,88.27342491706841,0,0,0,3,15977.705887618653,1325.9730926615073,8560.95570074912,6.282964164703375,7.6032681670531765,2.8449256332626436,8.482992630463139,8.169055675736004,6.840220365656613,6.338254197901939,0.18455077523558572,2.3166878245097733,2.701438180617176,51.764357615139424,9.229460059809675,37.265305686547215,90.52392510937034,9.476074890629661,60.96377273796123,0.8884094023775835,30.02258068637684,-2.7390560826257095,0
